"","STUDY_ID_PLOT","duration_plot","richness_change","Jbeta","Jtu","Jne","scaleacc_25","e","e_2","e_5","e_25","e_50","e_75","e_100","e_hpd","e_hpd2","e_hpd5","e_hpd25","e_hpd50","e_hpd75","e_hpd100","STUDY_ID","PLOT","START_YEAR","END_YEAR","duration","TAXA","LATITUDE","LONGITUDE","AREA_SQ_KM","NUMBER_OF_SAMPLES","ABUNDANCE_TYPE","AB_BIO","BIOMASS_TYPE","PROTECTED_AREA","cell","duration_plot_center","area_center","hpd_q","scalehpd_25"
"3630",3631,6,0,1,1,0,0.997035219369984,26,26.7727272727273,26.9859154929577,24.7547914317926,26.6649742613356,30.4847240936296,32.7290002996809,10.8561096191406,14.6127486662431,19.0543323436254,55.4848703470883,95.7220228856988,114.887458577349,161.616510240787,"465","LAW_12",2007,2012,5,"Terrestrial plants",49.9906,13.302,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Moderate",0.00549286873408705
"3631",3632,6,0,1,1,0,0.997061481465426,26,25.6086956521739,26.3680555555556,24.5355530474041,26.7105875714185,30.5221016991661,32.7972384361719,10.8561096191406,13.7173148860102,18.3764400018586,59.2763116215408,95.2969669820759,114.345145063582,160.915631620718,"465","LAW_13",2007,2012,5,"Terrestrial plants",49.98657,13.3023,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Moderate",0.00586821230258205
"3632",3633,6,0,1,1,0,0.997115908864868,24,24.4583333333333,24.9090909090909,24.0811881188119,26.7779580893248,30.5914123514098,32.9367736018765,10.8561105728149,12.5639055569967,18.1884663388446,66.1615304841685,94.7314269455398,113.599001043431,159.724655506448,"465","LAW_15",2007,2012,5,"Terrestrial plants",49.9785,13.30291,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00654983241237606
"3633",3634,6,0,1,1,0,0.997167099241506,22,23.75,23.6223776223776,23.6538461538462,26.8526464361327,30.6634362062476,33.0785704205476,10.8561096191406,13.8379228512446,18.8221663294972,73.939276223033,94.0613825329326,112.686005505034,158.613227154139,"465","LAW_17",2007,2012,5,"Terrestrial plants",49.97044,13.30351,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00731981053656405
"3634",3635,6,0,1,1,0,0.99719064165563,24,23.25,22.9503546099291,23.4573119188504,26.8715272881117,30.7028238317611,33.1524637578921,12.1300764083862,14.6859705845515,19.4813447370597,78.3587636947968,93.4257351331762,112.206107578029,158.060410527995,"465","LAW_18",2007,2012,5,"Terrestrial plants",49.9664,13.30381,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00775732916826399
"3635",3636,6,0,1,1,0,0.992817779454051,50,50.8181818181818,50.3071428571429,59.9623671358805,49.9716974355291,44.2099888303814,39.6557883210369,20.114538192749,17.872197823091,14.9188416472503,48.231976074494,73.33594243325,84.9777685014361,93.4104585527902,"465","LAW_5",2007,2012,5,"Terrestrial plants",49.10188,13.29988,660.56,260,"Count","A",NA,FALSE,"1117512",-13.10400829302,-1225574.63660289,"Moderate",0.00477484964289399
"3636",3637,6,0,1,1,0,0.99281340902315,51,51.0476190476191,50.5588235294118,59.9988518943743,50.0069643882826,44.2223853445249,39.6565961189797,20.1145362854004,17.765419619424,15.1037500097471,48.2264176087352,73.3690675007158,84.9445763134261,93.4268979336135,"465","LAW_7",2007,2012,5,"Terrestrial plants",49.10108,13.30049,660.56,260,"Count","A",NA,FALSE,"1117512",-13.10400829302,-1225574.63660289,"Moderate",0.00477429936815099
"3637",3638,6,0,1,1,0,0.992808151473918,51,51.0476190476191,50.7611940298507,60.0427423981641,50.0226881102815,44.2221016689536,39.6551358920045,20.1145362854004,17.765419619424,15.2509413744087,48.2061572084773,73.3765264186893,84.9078592050973,93.442891554304,"465","LAW_8",2007,2012,5,"Terrestrial plants",49.10067,13.30079,660.56,260,"Count","A",NA,FALSE,"1117512",-13.10400829302,-1225574.63660289,"Moderate",0.00477229363724796
"3638",3639,6,0,1,1,0,0.99721533975186,23,21.4782608695652,21.034965034965,23.2511299435028,26.7524172489237,30.4748697998369,33.1191757379016,13.8277063369751,14.1904908885127,22.7615293289398,82.9089065271919,92.4778476546014,114.101535098541,157.564950746302,"465","T3_51",2007,2012,5,"Terrestrial plants",49.96301,13.3157,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00820778236646702
"3639",3640,6,0,1,1,0,0.997160985332756,21,21.9090909090909,22.3076923076923,23.7048856255295,26.6616079621656,30.3733023868519,32.9650865338814,10.8561105728149,13.2962221232328,21.4927319013155,74.2300456732688,93.5452174546075,115.292999921774,158.678688401574,"465","T3_52",2007,2012,5,"Terrestrial plants",49.97128,13.31624,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00734859601289295
"3640",3641,6,0,1,1,0,0.997109091922118,22,22.6818181818182,23.6319444444444,24.1380965828862,26.5661256175018,30.268305685346,32.8153113423884,10.8561096191406,14.0258984565735,21.231757707066,66.1666926844785,94.5794748252506,116.259078228593,159.686658645572,"465","T3_53",2007,2012,5,"Terrestrial plants",49.97955,13.31677,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Low",0.00655034345779204
"3641",3642,6,0,1,1,0,0.997054539785981,23,24,25.1538461538462,24.5935028248588,26.4712027103331,30.161252900232,32.6610997460497,18.7957649230957,16.1597605185075,21.3130000587944,58.5171575425372,95.3085477497867,117.860026925559,160.910752436926,"465","T3_54",2007,2012,5,"Terrestrial plants",49.98783,13.31731,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Moderate",0.005793057874378
"3642",3643,6,0,1,1,0,0.997000569065973,25,25.8695652173913,26.6319444444444,25.0440553515956,26.3833721504693,30.0566232951873,32.5115048928855,24.7842216491699,19.430970772453,22.1641492644946,51.2333380752484,96.0699803503553,118.870258374517,162.0714430081,"465","T3_55",2007,2012,5,"Terrestrial plants",49.9961,13.31785,660.56,260,"Count","A",NA,FALSE,"1113144",-13.10400829302,-1225574.63660289,"Moderate",0.00507197726327901
"3643",3644,6,0,1,1,0,0.992823408446636,51,52.1428571428571,52.3823529411765,59.9153757888698,50.0562733275912,44.1737992659965,39.6017878619254,12.2224779129028,13.962771779015,12.6929164993412,46.8354251251013,73.1299974989397,84.687637124941,93.1277187065547,"465","T3_56",2007,2012,5,"Terrestrial plants",49.10044,13.31838,660.56,260,"Count","A",NA,FALSE,"1117512",-13.10400829302,-1225574.63660289,"Moderate",0.004636594457336
"3644",3645,6,0,1,1,0,0.992828915430116,51,52.1363636363636,51.9710144927536,59.8694029850746,50.0206030150754,44.1581046585833,39.5971641389213,12.2224779129028,13.39447077296,12.5604703581851,46.7133791378111,73.0509191354222,84.6841724808892,93.0808239397089,"465","T3_57",2007,2012,5,"Terrestrial plants",49.10126,13.31892,660.56,260,"Count","A",NA,FALSE,"1117512",-13.10400829302,-1225574.63660289,"Moderate",0.00462451219809101
"3645",3646,9,0,0,0,0,0.994985148971363,36,39.1739130434783,39.2818791946309,41.8689673766514,46.8130393743258,52.7646565411462,58.1638609440035,23.9020767211914,5.47903353105421,2.39156033788751,2.42662526014721,17.1756118353294,12.9586501397741,9.79930359807736,"47","Lousana",1952,1977,25,"Birds",52.113837,-113.193415,4.154398111,35,"Count","A",NA,FALSE,"272264",-10.10400829302,-1226231.04220478,"High",0.000240230065195024
"3646",3647,26,-2,0.181818181818182,0,0.181818181818182,0.98019057103526,152,153.590909090909,157.496453900709,165.375462567606,166.87466230627,169.272462851723,172.701002702318,240.791732788086,84.591271143068,14.0139862599102,1.28597930461423,1.55762849514059,1.71996736386933,1.58662799116704,"47","Redvers",1952,1977,25,"Birds",49.577077,-101.699192,4.154398111,35,"Count","A",NA,FALSE,"324847",6.89599170697996,-1226231.04220478,"High",0.000127308858627995
"3647",3648,10,-5,0.5625,0.511627906976744,0.0508720930232558,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","1BF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3648",3649,10,-11,0.537037037037037,0.418604651162791,0.118432385874246,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","1BO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3649",3650,10,-7,0.555555555555556,0.473684210526316,0.0818713450292398,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","1CF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3650",3651,10,0,0.608695652173913,0.608695652173913,0,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","1CO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3651",3652,10,-16,0.615384615384615,0.444444444444444,0.170940170940171,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","2BF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3652",3653,10,-2,0.6,0.583333333333333,0.0166666666666667,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","2BO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3653",3654,10,-8,0.678571428571429,0.625,0.0535714285714286,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","2CF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3654",3655,10,-12,0.590163934426229,0.489795918367347,0.100368016058883,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","2CO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3655",3656,10,-8,0.566037735849057,0.488888888888889,0.0771488469601677,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","3BF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3656",3657,10,-11,0.640625,0.566037735849057,0.0745872641509434,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","3BO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3657",3658,10,-13,0.517857142857143,0.372093023255814,0.145764119601329,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","3CF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3658",3659,10,-10,0.524590163934426,0.431372549019608,0.0932176149148184,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","3CO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3659",3660,10,-11,0.660714285714286,0.577777777777778,0.0829365079365079,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","4BF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3660",3661,10,-14,0.603174603174603,0.489795918367347,0.113378684807256,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","4BO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3661",3662,10,-7,0.611111111111111,0.553191489361702,0.057919621749409,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","4CF",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3662",3663,10,-11,0.66,0.564102564102564,0.0958974358974359,0.995145064173708,43,39.3,40.4722222222222,40.5339805825243,45.4543156374142,52.7859519704927,60.8975226749695,24.4692039489746,12.6955136492616,12.3386384062771,31.8857320396792,50.480206456005,45.6028575964175,35.2907307149278,"471","4CO",2004,2013,9,"Terrestrial plants",34.35,-106.88,1,7600,"Count","A",NA,TRUE,"431262",-9.10400829302004,-1226234.19660289,"Moderate",0.00315661079297103
"3663",3664,14,4,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A1",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-5.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3664",3665,11,4,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A10",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3665",3666,11,2,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A11",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3666",3667,10,4,0.8,0,0.8,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A12",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-9.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3667",3668,14,5,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A2",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-5.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3668",3669,13,8,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A3",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3669",3670,13,9,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A4",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3670",3671,13,6,0.857142857142857,0,0.857142857142857,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A5",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3671",3672,6,7,0.916666666666667,0.8,0.116666666666667,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A6",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-13.10400829302,-1226234.19660289,"High",0.000555553417774024
"3672",3673,13,2,0.75,0.666666666666667,0.0833333333333333,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A7",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3673",3674,10,1,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A8",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-9.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3674",3675,11,-3,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","A9",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3675",3676,14,3,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B1",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-5.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3676",3677,14,2,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B2",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-5.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3677",3678,13,5,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B3",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3678",3679,13,0,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B4",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3679",3680,13,4,0.666666666666667,0,0.666666666666667,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B5",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3680",3681,12,4,0.857142857142857,0.666666666666667,0.19047619047619,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","B6",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-7.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3681",3682,14,1,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C1",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-5.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3682",3683,11,2,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C2",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3683",3684,13,1,0.833333333333333,0.8,0.0333333333333333,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C3",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3684",3685,13,2,0.8,0.666666666666667,0.133333333333333,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C4",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3685",3686,12,0,0.8,0.8,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C5",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-7.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3686",3687,11,2,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","C6",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3687",3688,13,3,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","D1",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3688",3689,12,2,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","D2",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-7.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3689",3690,13,1,0.75,0.666666666666667,0.0833333333333333,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","D3",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3690",3691,13,5,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","D4",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-6.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3691",3692,10,1,0.833333333333333,0.8,0.0333333333333333,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","D5",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-9.10400829302004,-1226234.19660289,"High",0.000555553417774024
"3692",3693,11,-4,1,1,0,0.978954425949982,162,167.45,163.203125,175.694915254237,206.003859542909,222.343949687227,228.240292180758,0,0.0733998775482178,0.583470701886199,5.61178700026147,1.52171263767709,0.887383144196699,0.672361086305093,"473","E1",1932,1945,13,"Terrestrial plants",46.31667,-105.8,1,504,"Count","A",NA,FALSE,"340857",-8.10400829302004,-1226234.19660289,"High",0.000555553417774024
